rank,category,Youtuber,video views,subscribers,,Category,Total_Views,Total_Subscribers
1,Music,T-Series,228000000000,245000000,,Music,3121477506633,5195000000
4,Education,Cocomelon - Nursery Rhymes,164000000000,162000000,,Entertainment,2527739309583,5158200000
5,Shows,SET India,148000000000,159000000,,People & Blogs,1265791201548,2779400000
16,Shows,Sony SAB,101000000000,83000000,,Education,696614472899,1194400000
7,People & Blogs,ýýý Kids Diana Show,93247040539,112000000,,Film & Animation,544422509313,1314900000
12,Sports,WWE,77428473662,96000000,,Shows,446206826909,541000000
10,Entertainment,Vlad and Niki,77180169894,98900000,,Sports,147986290620,298200000
22,Entertainment,Zee TV,73139054467,70500000,,,,
27,Shows,Colors TV,61510906457,64600000,,,,
30,Film & Animation,Movieclips,59316472754,59500000,,,,
11,Music,Zee Music Company,57856289381,96700000,,,,
32,Music,El Reino Infantil,57271630846,58400000,,,,
260,Music,netd mï¿½ï¿,56106087508,24100000,,,,
112,Entertainment,Ryan's World,55299840198,35200000,,,,
61,People & Blogs,ABS-CBN Entertainment,50292540392,44200000,,,,
25,Education,ChuChu TV Nursery Rhymes & Kids Songs,45757850229,65900000,,,,
81,Education,Super Simple Songs - Kids Songs,44900897958,39200000,,,,
57,Entertainment,HAR PAL GEO,41139050371,44600000,,,,
33,Music,Wave Music,40602020243,58000000,,,,
73,Education,Little Baby Bum - Nursery Rhymes & Kids Songs,39450824833,40900000,,,,
23,Education,Pinkfong Baby Shark - Kids' Songs & Stories,38843229963,68200000,,,,
66,Entertainment,ARY Digital HD,37939780685,43200000,,,,
24,Music,Canal KondZilla,36775585925,66500000,,,,
65,Film & Animation,ýýýýýýýý ýý ýýýýýýýýýýýýýý,36458726976,43200000,,,,
83,Entertainment,WorkpointOfficial,36131228583,39000000,,,,
38,Film & Animation,YRF,35302243691,54600000,,,,
232,Comedy,LankyBox,34300482066,25400000,,,,
31,Music,Tips Official,33431802698,59300000,,,,
14,People & Blogs,BLACKPINK,32144597566,89800000,,,,
215,nan,D Billions,31977463002,26200000,,,,
295,Entertainment,Tsuriki Show,31494513067,23000000,,,,
47,Entertainment,Get Movies,30788679536,47500000,,,,
41,Education,Infobells - Hindi,30516172739,53300000,,,,
20,Music,Justin Bieber,30608119724,71600000,,,,
40,Music,Ed Sheeran,30367676736,53500000,,,,
42,Music,Taylor Swift,29884657286,52900000,,,,
126,Entertainment,Ch3Thailand,29611914495,33500000,,,,
379,Entertainment,Vijay Television,29406206620,20400000,,,,
8,Gaming,PewDiePie,29058044447,111000000,,,,
35,Music,Sony Music India,28837144516,57200000,,,,
21,Music,HYBE LABELS,28634566938,71300000,,,,
26,Music,Shemaroo Filmi Gaane,28648024439,65600000,,,,
3,Entertainment,MrBeast,28368841870,166000000,,,,
90,Shows,Sony PAL,28519339489,38200000,,,,
134,Music,DisneyMusicVEVO,28516250629,32700000,,,,
166,Entertainment,ýýýýýýýý ýýýýýýýý ýýýýýýýýýý | toyoraljanahtv,27684955537,30200000,,,,
64,People & Blogs,Shakira,27568757295,43500000,,,,
141,Music,SMTOWN,27330239663,31900000,,,,
121,Film & Animation,Galinha Pintadinha,27274550757,33800000,,,,
50,Music,SonyMusicIndiaVEVO,27286058807,46600000,,,,
94,Entertainment,ýýýýýýýýýýýý one31,27262462114,37500000,,,,
311,People & Blogs,LeoNata Family,27084848152,22600000,,,,
106,Music,La Granja de Zenï¿½,27118354077,35700000,,,,
36,Music,EminemMusic,27073872856,56900000,,,,
140,Entertainment,StarPlus,26800674545,32000000,,,,
212,Comedy,Alan Chikin Chow,27006526665,26400000,,,,
67,Music,Speed Records,26820902622,42500000,,,,
149,Music,JustinBieberVEVO,26583873105,31600000,,,,
131,Education,BabyBus - Kids Songs and Cartoons,26355088167,32800000,,,,
228,Music,TaylorSwiftVEVO,25592378292,25600000,,,,
291,Music,GMM GRAMMY OFFICIAL,25579831081,23100000,,,,
113,Education,Genevieve's Playhouse - Learning Videos for Kids,25607397308,34900000,,,,
59,Music,Katy Perry,25458952022,44200000,,,,
34,News & Politics,Aaj Tak,25307753534,57600000,,,,
465,Music,shakiraVEVO,25367126292,18400000,,,,
84,Music,GR6 EXPLODE,25154232306,38900000,,,,
68,Shows,Masha and The Bear,24519022988,42400000,,,,
97,People & Blogs,Maria Clara & JP,24188861917,37000000,,,,
317,Gaming,FGTeeV,24059336857,22300000,,,,
43,Music,Ariana Grande,24004842608,52700000,,,,
251,Music,1theK (ï¿½ï¿½ï¿½ï¿½ï,23962070944,24500000,,,,
186,Entertainment,HUM TV,23844936965,28300000,,,,
77,People & Blogs,shfa2 - ï¿½ï¿½,23884824160,39700000,,,,
249,Music,KatyPerryVEVO,23755792542,24600000,,,,
122,Gaming,SSSniperWolf,23492684419,33700000,,,,
92,nan,Vlad vï¿½ï¿½ï,23510152352,37900000,,,,
135,Music,The Weeknd,23379969006,32600000,,,,
392,Entertainment,CookieSwirlC,23353115850,20100000,,,,
104,Music,Ozuna,23355801606,36200000,,,,
423,Entertainment,etvteluguindia,23038014291,19400000,,,,
117,Music,J Balvin,23005313609,34100000,,,,
151,Film & Animation,Peppa Pig - Official Channel,22919271731,31400000,,,,
91,Music,Daddy Yankee,22731415608,38000000,,,,
89,Entertainment,TheEllenShow,22756581750,38200000,,,,
109,Music,T-Series Bollywood Classics,22637783517,35400000,,,,
169,Education,Little Angel: Nursery Rhymes & Kids Songs,22593193994,30100000,,,,
99,Music,Maroon 5,22553923546,36600000,,,,
48,Entertainment,Shemaroo,22519705183,47400000,,,,
70,Entertainment,Rihanna,22477745835,41900000,,,,
286,Entertainment,Sesame Street,22471357411,23300000,,,,
199,Film & Animation,Nick Jr.,22440611155,27300000,,,,
54,Entertainment,Voot Kids,21388725229,45500000,,,,
389,Comedy,dednahype,20919403720,20200000,,,,
306,People & Blogs,Sun TV,20847038152,22600000,,,,
146,Entertainment,DONA ï¿½ï¿½,21031745531,31700000,,,,
192,Music,Bounce Patrol - Kids Songs,21037851468,27800000,,,,
18,Music,BANGTANTV,20826993957,75600000,,,,
883,Music,jbalvinVEVO,20743586601,13200000,,,,
247,Music,EminemVEVO,20531704527,24700000,,,,
588,Entertainment,LEGO,20522339099,16200000,,,,
210,Music,WORLDSTARHIPHOP,20358117330,26500000,,,,
276,Pets & Animals,That Little Puff,20289689389,23700000,,,,
111,Gaming,Markiplier,20297931219,35200000,,,,
129,Education,CVS 3D Rhymes & Kids Songs,20269857567,33400000,,,,
454,Music,GRAMMY GOLD OFFICIAL,20196704276,18600000,,,,
498,Music,ArianaGrandeVevo,20115544708,17700000,,,,
749,Music,Maroon5VEVO,20042571499,14500000,,,,
196,Music,JYP Entertainment,19883150017,27400000,,,,
496,nan,ýýýýýýýýý KIMPRO,19206701832,17700000,,,,
390,Comedy,Marta and Rustam,19694265358,20200000,,,,
168,Music,Spinnin' Records,19607009165,30100000,,,,
69,Entertainment,Like Nastya Show,19547696190,42400000,,,,
142,Entertainment,GMA  Network,19428308461,31900000,,,,
239,Music,RihannaVEVO,19458807708,25100000,,,,
198,Gaming,DanTDM,19417887510,27400000,,,,
98,Music,Bruno Mars,19378155425,36700000,,,,
799,People & Blogs,ViralHog,18917687143,14000000,,,,
133,nan,BETER Bï¿½ï¿½,19180039918,32700000,,,,
790,Music,MalumaVEVO,19013942981,14100000,,,,
101,Film & Animation,PowerKids TV,18961241905,36500000,,,,
137,Music,KAROL G,18699145555,32100000,,,,
768,Entertainment,ZEE5,18515587421,14400000,,,,
303,Entertainment,KL BRO Biju Rithvik,17988347989,22800000,,,,
321,Entertainment,Sagawa /ï¿½ï¿½ï¿½,18347969186,22000000,,,,
93,Entertainment,Like Nastya ESP,18208196857,37600000,,,,
365,Entertainment,Yoeslan,17963202261,20700000,,,,
162,nan,ýýýýýýýýýýýýýýý ýýýýýý ýýýýýýýýýýýýýýýýýý,17999961915,30400000,,,,
482,Music,SonyMusicSouthVEVO,17921124985,18000000,,,,
180,Education,infobells - Tamil,17930570614,28900000,,,,
400,People & Blogs,BuzzFeedVideo,17913237851,20100000,,,,
516,Gaming,Aphmau,17763586483,17400000,,,,
224,Music,David Guetta,17793809548,25700000,,,,
272,Music,Enrique Iglesias,17688774915,23800000,,,,
71,Trailers,Ishtar Music,17608931161,41400000,,,,
309,People & Blogs,mmoshaya,17507060680,22600000,,,,
243,Entertainment,Dan Rhodes,17387583720,24800000,,,,
213,Entertainment,PANDA BOI,17211600007,26400000,,,,
202,Entertainment,Dushyant kukreja,17318452893,27100000,,,,
233,Music,Coldplay,17331663193,25300000,,,,
505,Film & Animation,El Payaso Plim Plim,17247584185,17700000,,,,
220,Music,Beyoncï¿,17308961985,26000000,,,,
173,Music,Ultra Records,17208027242,29600000,,,,
153,Comedy,The Tonight Show Starring Jimmy Fallon,17111726160,31200000,,,,
158,News & Politics,Zee News,16709857823,30500000,,,,
155,Music,ImagineDragons,16793072362,30700000,,,,
87,Music,Goldmines Gaane Sune Ansune,16718192386,38300000,,,,
966,Music,Mundo Bita,16690788752,12500000,,,,
519,People & Blogs,Koray Zeynep,16560557488,17400000,,,,
55,Entertainment,Felipe Neto,16602198273,45200000,,,,
651,Entertainment,Mazhavil Manorama,16545966132,15300000,,,,
145,Music,Worldwide Records Bhojpuri,16476978876,31700000,,,,
95,Comedy,Jkk Entertainment,16402066717,37200000,,,,
240,Music,WatchMojo.com,16357064198,25100000,,,,
301,Music,toyorbabytv,16298342829,22900000,,,,
29,Sports,Dude Perfect,16241549158,59500000,,,,
170,Gaming,jacksepticeye,16246625836,30100000,,,,
216,Entertainment,Junya.ï¿½ï¿½ï¿½ï¿½,16097531087,26200000,,,,
108,News & Politics,IndiaTV,16105023749,35500000,,,,
492,Shows,MGC Playhouse,16174530046,17900000,,,,
82,Gaming,Mikecrack,16118181673,39100000,,,,
515,Gaming,IGN,16107116549,17500000,,,,
438,Music,Calvin Harris,16014044618,19000000,,,,
700,People & Blogs,ZutiGang,15913320995,14900000,,,,
277,Music,NickyJamTV,15901824841,23600000,,,,
713,nan,Filaretiki,15788208522,14800000,,,,
600,Entertainment,Disney Junior,15812009296,16100000,,,,
193,Music,toycantando,15777682516,27700000,,,,
288,People & Blogs,Lady Gaga,15751661213,23200000,,,,
107,Entertainment,Saregama Music,15657673422,35500000,,,,
256,nan,shfa show India,15724160183,24200000,,,,
324,Comedy,Topper Guild,15552070846,21900000,,,,
100,Trailers,Ultra Bollywood,15653786446,36600000,,,,
223,Gaming,VanossGaming,15541421838,25800000,,,,
275,People & Blogs,Mister Max,15510153803,23700000,,,,
920,Music,EnriqueIglesiasVEVO,15446707595,12900000,,,,
120,Gaming,VEGETTA777,15432929204,33800000,,,,
560,Entertainment,Younes Zarou,15278668857,16600000,,,,
439,Entertainment,KBS WORLD TV,15126092508,19000000,,,,
209,News & Politics,Raffy Tulfo in Action,15065753455,26500000,,,,
373,Entertainment,Mnet K-POP,15038593883,20500000,,,,
125,Music,Rajshri,14864294792,33500000,,,,
185,Education,infobells - Telugu,14814192034,28300000,,,,
475,Education,Blippi - Educational Videos for Kids,14857290259,18100000,,,,
242,Music,Anuel AA,14827085149,25000000,,,,
397,Music,7clouds,14816075927,20100000,,,,
282,Gaming,Jelly,14777034543,23500000,,,,
176,Entertainment,Zhong,14727238483,29200000,,,,
838,Entertainment,Saturday Night Live,14717282742,13600000,,,,
37,Entertainment,Marshmello,14696003229,56400000,,,,
246,People & Blogs,mujjuu___14,14655527943,24800000,,,,
283,People & Blogs,Miss Katy,14696994366,23500000,,,,
634,Music,Henrique e Juliano,14619523361,15500000,,,,
45,Gaming,JuegaGerman,14631710289,48100000,,,,
587,News & Politics,Thairath Online,14563841315,16200000,,,,
644,Music,Genierock,14564170905,15400000,,,,
524,Gaming,PopularMMOs,14573155899,17200000,,,,
536,Music,LuisFonsiVEVO,14543594822,17000000,,,,
188,Music,Michael Jackson,14412474625,28200000,,,,
230,Music,Post Malone,14401218086,25500000,,,,
308,Music,The Chainsmokers,14231943358,22600000,,,,
659,News & Politics,CNN,14198154095,15200000,,,,
164,Music,Adele,14199108016,30200000,,,,
219,People & Blogs,NichLmao,14101010609,26000000,,,,
930,Music,Beyoncï¿½ï¿½,14185611472,12800000,,,,
241,Entertainment,TRANS7 OFFICIAL,14169516119,25000000,,,,
264,Comedy,Spider Slack,13943030228,24000000,,,,
161,Music,Trap Nation,14037426379,30400000,,,,
675,Entertainment,Chapitosiki,13897932103,15100000,,,,
416,Shows,Sony AATH,13930021471,19600000,,,,
406,Music,Gusttavo Lima Oficial,13917423958,19900000,,,,
437,Film & Animation,Turma da Mï¿½ï¿½,13824277846,19000000,,,,
314,Gaming,SSundee,13835173331,22500000,,,,
46,Music,Billie Eilish,13626331061,47900000,,,,
800,People & Blogs,ETV Jabardasth,13542939513,14000000,,,,
163,Entertainment,Boram Tube Vlog [ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,13546549817,30300000,,,,
310,Music,Sia,13405849040,22600000,,,,
472,Entertainment,Jake Fellman,13378360425,18100000,,,,
195,Music,Wiz Khalifa,13379395501,27500000,,,,
704,Music,Fueled By Ramen,13356517783,14800000,,,,
691,Comedy,ISSEI / ï¿½ï¿½ï¿½ï¿½,13562853889,15000000,,,,
302,Education,BabyBus - Canciones Infantiles & Videos para Niï¿½ï,13206471140,22900000,,,,
938,Entertainment,YoungBoy Never Broke Again,13174393401,12700000,,,,
96,People & Blogs,ABP NEWS,13102611515,37000000,,,,
401,Entertainment,REACT,13154314376,20000000,,,,
294,Shows,Kids TV - Nursery Rhymes And Baby Songs,13151870846,23100000,,,,
430,Entertainment,Jimmy Kimmel Live,13124645973,19100000,,,,
617,Film & Animation,Rotten Tomatoes Trailers,13116313599,15800000,,,,
517,Entertainment,AMARINTV : ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,13043561912,17400000,,,,
139,Gaming,rezendeevil,13061739758,32100000,,,,
124,Film & Animation,Selena Gomez,13013567335,33600000,,,,
724,News & Politics,ABC News,12961669452,14700000,,,,
259,Comedy,Daniel LaBelle,12916159065,24100000,,,,
348,Entertainment,Dangal TV Channel,12895427184,21300000,,,,
290,Music,Wave Music Bhojpuri,12889240875,23100000,,,,
572,Entertainment,GMMTV OFFICIALï¿½ï¿½,12844432341,16400000,,,,
171,Music,Shawn Mendes,12831200855,30000000,,,,
203,Howto & Style,Gulshan Kalra,12732444881,27100000,,,,
116,Music,Geet MP3,12746535822,34300000,,,,
636,Entertainment,Kashvi Adlakha,12714141740,15500000,,,,
345,People & Blogs,Ishaan Ali 11,12761253839,21300000,,,,
369,Sports,NBA,12624879732,20700000,,,,
983,Music,DisneyChannelUK,12607488647,12400000,,,,
810,Music,Atlantic Records,12513842343,13900000,,,,
578,Music,Pitbull,12475714382,16300000,,,,
676,Music,AdeleVEVO,12413869881,15100000,,,,
723,Entertainment,Colors Rishtey,12362331529,14700000,,,,
252,Entertainment,Like Nastya AE,12385924995,24400000,,,,
156,nan,Diana and Roma ESP,12355992466,30700000,,,,
329,Music,OneDirectionVEVO,12140232004,21800000,,,,
559,Music,Lahari Music - TSeries,11946217860,16600000,,,,
851,Music,Codiscos,11789678655,13400000,,,,
